"Faculty ID","First Name","Last Name",UID,Type,Title,"Journal Title","Month / Season",Year,"Issue Number / Edition",Volume,"Page Number(s) or Number of Pages","Publisher City and State",URL,Publisher,Status,"Series Title","Publisher Country",ISSN,DOI,Term,Year,Description,Authors,"Scholarly Type","Intellectual Contributions:  Review Type","Scholarly Contributions and Creative Productions Type","Contribution Level","Publication Impact Factor","Author Order Number","Number of Co-Authors","Creative Writing","Student/Trainee Author Name(s)","Publication Accompanying Comments",Annotations
431001142,Emily,Blum,418195,"Journal Article","<p>Do Apprenticeship Norms Encourage Supervisors' Audit Quality Enhancing Behaviors?</p>","The Accounting Review",2023-01-01,2025,,,,,https://doi.org/10.2308/TAR-2023-0165,,Completed/Published,,,,,Summer,2025,,"Emily Blum; Rick Hatfield","Basic or Discovery Scholarship",,,,,,,,,,.
431001142,Emily,Blum,418204,"Journal Article","<p>“Trying to get out from under water”: Paradox and Power in the Audit Senior Associate Role</p>","The Accounting Review",2022-01-01,2023,,,,,https://doi.org/10.2308/TAR-2022-0532,,"In Press",,,,,Fall,2025,,"Emily Blum; Kris Hoang","Basic or Discovery Scholarship",,,,,,,,,,.
431001142,Emily,Blum,418199,"Journal Article","Can Auditor-Developed Independent Estimates Reduce Management’s Biasing Influence?","Target Outlet: Accounting, Organizations, and Society (2nd Round R&R)",2022-01-01,2023,,,,,,,"Revise & Resubmit",,,,,Spring,2025,,"Brian Fitzgerald; Emily Blum; Brent Garza; Kecia Smith","Basic or Discovery Scholarship",,,,,,,,,,.
431002444,Tibor,Farkas,498800,"Journal Article","Seroprevalence of Antibodies against",,,,,,,,,,Completed/Published,,,,,Spring,2024,,"Zhi-rong Zeng; Shou-yi Yu; Tibor Farkas; X i Jiang; Ying-chun Dai; Jun Nie; Xu-fu Zhang; Zhi-feng Li; Yang Bai",,,,,,,,,,,
431002444,Tibor,Farkas,498753,"Journal Article","Strain-specific requirements of susceptibility to rhesus enteric calicivirus infection","Journal of virology",,2024,,,e0185123,,,,Completed/Published,,,,,Spring,2024,"Recently, we identified the coxsackie and adenovirus receptor (CAR) as the entry receptor for rhesus enteric calicivirus (ReCV) isolate FT285 and demonstrated that co-expression of the CAR and the type B histo-blood group antigen (HBGA) is required to convert the resistant CHO cell line susceptible to infection. To address whether the CAR is also the functional entry receptor for other ReCV isolates and the requirement for specific HBGAs or other glycans, here we used a panel of recombinant CHO cell lines expressing the CAR and the type A, B, or H HBGAs alone or in combination. Infection studies with three diverse ReCV strains, the prototype GI.1 Tulane virus (TV), GI.2 ReCV-FT285, and GI.3 ReCV-FT7, identified that cell surface expression of the CAR is an absolute requirement for all three strains to promote susceptibility to infection, while the requirement for HBGAs varies among the strains. In addition to the CAR, ReCV-FT285 and TV require type A or B HBGAs for infection. In the absence of HBGAs, TV, but not Re-CV FT285, can also utilize sialic acids, while ReCV-FT7 infection is HBGA-independent and relies on CAR and sialic acid expression. In summary, we demonstrated strain-specific diversity of susceptibility requirements for ReCV infections and that CAR, type A and B HBGA, and sialic acid expression control susceptibility to infection with the three ReCV isolates studied. Our study also indicates that the correlation between  HBGA binding and HBGAs required for infection is relatively high, but not absolute. This has direct implications for human noroviruses.IMPORTANCEHuman noroviruses (HuNoVs) are important enteric pathogens. The lack of a robust HuNoV cell culture system is a bottleneck for HuNoV cell culture-based studies. Often, cell culture-adapted caliciviruses that rapidly replicate in conventional cell lines and recapitulate biological features of HuNoVs are utilized as surrogates. Particularly, rhesus enteric caliciviruses (ReCVs) display remarkable similarities, including the primate host, clinical manifestation of gastroenteritis, genetic/antigenic diversity, and reliance on histo-blood group antigens (HBGAs) for attachment. While the HuNoV entry receptor(s) is unknown, the coxsackie and adenovirus receptor (CAR) has recently been identified as the ReCV entry receptor. Here, we identified the CAR, the type A and B HBGAs, and sialic acids as critical cell surface molecules controlling susceptibility to ReCV infections. The CAR is required for all ReCV isolates studied. However, the requirement for the different carbohydrate molecules varies among different ReCV strains. Our findings have direct implications for HuNoVs.","Tibor Farkas; Vinod Srivastava",,,,,,,,,,,
431002444,Tibor,Farkas,498798,"Journal Article","Veterinary Medical Research Institute, Hungarian Academy of Sciences, Budapest; Freie Universit\"at Berlin\textordmasculine; National Institute of Oncology, Budapest\textordmasculine; Serendip/Cerberus Enterprise BV., Lelystad""; University of Veterinary Science, Budapest\textordmasculine; Central Veterinary Institute, Lelystad\textordmasculine; Diagnosticum Ltd, Budapest"" University of Leiden",,,,,,,,,,Completed/Published,,,,,Spring,2024,,"T Farkas; V B\"ulow\textordmasculine; D Daubner; G F Boer; M Dobos-Kov\'acs; G Koch\textordmasculine; I N\'emeth; MHM Noteborn; G Metzler; K Rasky;  others",,,,,,,,,,,
431007333,Amanda,Trimble,504587,"Journal Article","The effects of self-doubt and emotion on veterinary-educators. ",,,,,,,,,,"In Progress",,,,,Fall,2023,,"Amanda Trimble",,,,,,,,,,,
432000832,Jenna,Yentes,547471,"Journal Article","<p>Building an ontology of physical resilience: a review of the definitions and their assumptions</p>","Ageing Research Reviews",,,,,,,,,"Revise & Resubmit",,,,,Fall,2025,,"Jack P Manning (Role:Author); Breanna Morales (Role:Author); Jenna Yentes (Role:Author)","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Senior,,3,2,,"Manning J, Morales B",,
432000832,Jenna,Yentes,546302,"Journal Article","<p>The effect of United States firefighters' personal protective equipment on mobility and functional task performance: A scoping review.</p>","Appl Ergon",2026-01-26,2026,,134,104730-104730,,,Elsevier,Accepted,,,,10.1016/j.apergo.2026.104730,Fall,2025,,"Kuanting Chen (Role:Author); Kyle Holland (Role:Author); Margaret J Foster (Role:Author); Jennifer M Yentes (Role:Author)","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Corresponding,,4,3,,"Chen K",,
432000832,Jenna,Yentes,528473,"Journal Article","<p>Defining the concept of physical resilience and quantifying recovery during standing balance in middle-aged and older adults.</p>","Sci Rep",3,2025,1,15,7988-,,,"Springer Science and Business Media LLC",Completed/Published,,,,10.1038/s41598-025-92746-7,Spring,2025,,"John Manning (Role:Author); Hyeon J Heselton (Role:Author); Dawn M Venema (Role:Author); Julie B Boron (Role:Author); Jennifer M Yentes (Role:Author)","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Corresponding,,5,4,,"Manning J",,
432000832,Jenna,Yentes,438881,"Journal Article","Alterations in stride-to-stride fluctuations in patients with chronic obstructive pulmonary disease during the self-paced treadmill 6-minute walk test<span style=""font-size:medium;""></span>",PLOSOne,March,2024,3,19,e0300592,,,,Completed/Published,,,,10.1371/journal.pone.0300592,Spring,2024,,"Wai-Yan Liu (Role:Author); Martijn A Spruit (Role:Author); Jeannet M Delbressine (Role:Author); Paul J Willems (Role:Author); Jenna Yentes (Role:Author); Sjeord M Bruijn (Role:Author); Frits ME Franssen (Role:Author); Emiel FM Wouters (Role:Author); Kenneth Meijer (Role:Author)","Applied or Integration/Application Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Contributing,3.752,5,8,,"WY Liu",,
432000832,Jenna,Yentes,482940,"Journal Article","Quantifying physical resilience to a standing balance perturbation in middle-aged and older adults through a novel use of the detrended fluctuation analysis technique","Aging Clinical and Experimental Research",,,,,,,,,"Work Discontinued",,,,,Spring,2024,,"Jack Manning (Role:Author); Judith Heselton (Role:Author); Dawn Venema (Role:Author); Julie B Boron (Role:Author); Jenna Yentes (Role:Author)","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Corresponding,4.0,5,4,,"J Manning","Transferred to Scientific Reports due to lack of reviewers",
432000832,Jenna,Yentes,509119,"Journal Article","<p>The effect of gender, service type, and sizing measurements on firefighters’ perceptions of turnout gear fit and movement restrictions</p>","Journal of Safety Research",,,,,,,,,Submitted,,,,,Fall,2025,,"Kuanting Chen; Paul Siebert; Meredith McQuerry; Jenna Yentes","Applied or Integration/Application Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Corresponding,2.3,4,3,,"Kuanting Chen",,
432000832,Jenna,Yentes,509124,"Journal Article","Review: Isometric performance tests<span style=""font-size:medium;""></span>",,,,,,,,,,"In Progress",,,,,Fall,2024,,"Madison Treece; Drew Smith; Jenna Yentes; Bryan Mann","Applied or Integration/Application Scholarship",,,Senior,,3,3,,"Madison Treece & Drew Smith",,
432000832,Jenna,Yentes,547475,"Journal Article","<p>Characterization of gait kinematics and muscle function in Becker Muscular Dystrophy pigs: a pilot study</p>",bioRxiv,,2025,,,,,,,Completed/Published,,,,10.1101/2025.10.10.681620,Fall,2025,,"Aaron Morton; Jacob A Kendra; Shadi Golpassandi; M Mackey; H Russell; C Hendrie; Kuanting Chen; Z E Kiefer; Jenna Yentes; J W Ross; J T Selsby; Nicolaas Deutz; Peter P Nghiem",,,,Contributing,,9,12,,"Chen K",Preprint,
432000832,Jenna,Yentes,547758,"Journal Article","<p>Frequency band analysis of multiple stationary time series</p>","Statistics in Medicine",Feb,2026,3-5,45,e70412,,,,Accepted,,,,,Fall,2025,,"Connor Brubaker; Jack Manning; Jenna Yentes; Scott Alan Bruce","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Contributing,,3,3,,"Connor Brubaker, Jack Manning",,
432000832,Jenna,Yentes,538907,"Journal Article","<p>Alterations in stride-to-stride fluctuations in patients with chronic obstructive pulmonary disease during a self-paced treadmill 6-minute walk test.</p>","PLoS One",2025-09-29,2025,3,19,e0300592-e0300592,,,"Public Library of Science (PLoS)",Completed/Published,,,,10.1371/journal.pone.0300592,Fall,2024,,"Wai-Yan Liu (Role:Author); Martijn A Spruit (Role:Author); Jeannet M Delbressine (Role:Author); Paul J Willems (Role:Author); Jennifer M Yentes (Role:Author); Sjoerd M Bruijn (Role:Author); Frits M Franssen (Role:Author); Emiel F Wouters (Role:Author); Kenneth Meijer (Role:Author)","Basic or Discovery Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Contributing,,5,8,,"Liu WY",,
432000832,Jenna,Yentes,438871,"Journal Article","Nonlinear methods are able to show distinct patterns of inter-limb coordination in chronic stroke survivors<span style=""font-size:medium;""></span>","Neurorehabilitation & Neural Repair",,,,,,,,,"In Progress",,,,,Fall,2024,,"Zachary Motz; Takashi Sado; William Denton; Jenna Yentes; Pierre Fayad; Mukul Mukherjee","Applied or Integration/Application Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Contributing,4.711,4,5,,"Z Motz, T Sado",,
432000832,Jenna,Yentes,509123,"Journal Article","Review: Countermovement jump as a measure of fatigue<span style=""font-size:medium;""></span>",,,,,,,,,,"In Progress",,,,,Fall,2024,,"Drew Smith; Kelly Hines; Howard Gray; Jenna Yentes","Applied or Integration/Application Scholarship",,,Corresponding,,,,,"Drew Smith",,
432000832,Jenna,Yentes,533377,"Journal Article","<p>Postural Control in Children with Autism Spectrum Disorders: What are the Most Striking Specificities and How Can They be Quantified?</p>","J Autism Dev Disord",4,2025,,,-,,,"Springer Science and Business Media LLC",Completed/Published,,,,10.1007/s10803-025-06815-x,Spring,2025,,"L Fradet (Role:Author); A Benchekri (Role:Author); R Tisserand (Role:Author); J-R Cazalets (Role:Author); A Amestoy (Role:Author); E Lemonnier (Role:Author); H Cottenceau (Role:Author); J M Yentes (Role:Author); C Bidet-Ildei (Role:Author)","Applied or Integration/Application Scholarship","Non-blind, Peer Reviewed","Peer Reviewed Publication",Senior,,8,8,,"Dr. Laetitia Fradet was a visiting scholar in my lab Summer 2022",,
432000934,Eunjee,Kim,489216,"Journal Article","<p><span style=""font-size:11pt;"">Individual Investors’ Paid News Subscriptions</span></p>","Review of Accounting Studies",,,,,,,,,"Revise & Resubmit",,,,,Fall,2025,,"Eunjee Kim; Ben Lourie; Chenqi Zhu; Jeremiah Green",,,,,,,4,,,"Presented at the Review of Accounting Studies Conference",
432000934,Eunjee,Kim,522515,"Journal Article","Alternative Data and Analysts’ Demand for Disclosures",,,,,,,,,,"In Progress",,,,,Spring,2025,,"Eunjee Kim; Antonis Kartapanis; Kimberlyn K Munevar",,,,,,,,,,,
432000934,Eunjee,Kim,478696,"Journal Article","<p>Does Disclosure Regulation Affect Mutual Fund Families’ Proxy Voting</p>","The Accounting Review",,,,,,,,,Completed/Published,,,,,Spring,2025,,"Eunjee Kim (Role:Author)",,,,,,,1,,,Forthcoming,
432000934,Eunjee,Kim,522509,"Journal Article","<p>Quid Pro Quo? Private Information Flows in Shareholder Activism</p>","Journal of Accounting Research",,,,,,,,,"Revise & Resubmit",,,,,Spring,2025,,"Eunjee Kim (Role:Author); Hai Pham (Role:Author)",,,,,,,,,,,
432001381,Rajiv,Mukherjee,422056,"Journal Article","Preference Uncertainty and Information Asymmetry in Online Matching Platforms.","Management Science",1,2024,,,,,https://doi.org/10.1287/mnsc.2021.03807,INFORMS,Completed/Published,,,,,Spring,2024,"Online matching platforms are valuable for both firms and individuals seeking potential partners. However, online match-seekers face two related challenges across two orthogonal dimensions of uncertainty. First, due to uncertainty in their subjective preferences, match-seekers may not know what candidates would be compatible with them. And second, due to information asymmetry in online settings, candidates may misrepresent their credentials. Using a stylized model, we analyze whether an online matching platform should enhance its search services with a positioning capability that helps match-seekers determine the subjective compatibility of potential matches, and also whether it should offer an authentication service that reliably verifies the objective quality of match-seekers. We show that the equilibrium search behavior of matchseekers differs significantly across various settings characterized by the services offered by the platform. This leads to optimal strategies for the platform that are not obvious and can even be counter-intuitive. For instance, offering better positioning does not necessarily result in higher fees for the platform. Similarly, it may be optimal for the platform to reduce its fees when it adds authentication services. We also show that positioning and authentication reinforce each other (act as complements) for some levels of market quality and the platform’s positioning capability, while they detract from each other (act as substitutes) in others. Our analysis provides insights for platform operators on the relative value of authentication and positioning, and identifies conditions under which the platform should offer each of them.","Amit Basu; Sreekumar Bhaskaran; Rajiv Mukherjee","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,,,,,
432001381,Rajiv,Mukherjee,422058,"Journal Article","Intermediation and Variety Seeking in a Subscription Market: A Monopoly Trap?","Operations Research",,2024,,,,,,INFORMS,Submitted,,,,,Fall,2024,"A business model is emerging where a digital platform sells subscription services that cover visits to (products/services from) multiple merchants. Examples abound, with Classpass, Instacart, and Moviepass being a few prominent ones. The purpose of this study is to put this business model under a micro-economic lens to see its potential impact on private profits and public welfare. We consider the entry of a platform into a subscription market where two competing merchants currently offer their own subscription plans. The two plans are imperfect substitutes, and consumers span the Hotelling line between the two. Despite their usual preference of one merchant to the other, consumers also seek some variety from time to time, a flexibility clearly not afforded by merchants' individual plans (unless a consumer pays for both). If the platform enters, its new plan would bring this flexibility to its subscribers and allow them to satisfy their need for variety, all for a single subscription fee payable to the platform. For every unit demanded through the platform, the supplying merchant would receive a contracted transfer price. We ask two questions: (i) Can a platform make a successful/sustainable entry? (ii) Would consumers be better off with the platform's entry? The putative answers to both are in the affirmative. We test the veracity of these answers using a simple modeling experiment and identify conditions under which they may or may not be correct. Our observations add to the literature on digital platforms, and they also bear relevance for management and policy.","Debabrata Dey; Atanu Lahiri; Rajiv Mukherjee","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,,,,,
432001381,Rajiv,Mukherjee,422059,"Journal Article","Mental Accounting Bias on Consumption of Services: The Effect of Subscription Pricing.","Information Systems Research",,2023,,,,,,,Submitted,,,,,Fall,2025,"In many industries, consumers who purchase services pay a fixed upfront fee for access, and then consume that service over a period of time. In this paper, we examine implications of this temporal separation of purchase and consumption on a consumer's consumption choices and the firm's optimal pricing strategy. Through a series of lab experiments, we first document the impact of the access fee on subsequent consumption choices, and then use an analytical model to characterize a firm's optimal pricing and capacity decisions. The experiments demonstrate that a consumer's desire to derive greater value from her purchase can result in a positive correlation between the access fee and her subsequent consumption. The analytical model examines the impact of this bias on a firm's pricing and capacity choices. In contrast to the classical recommendation to pursue admission control through higher prices as a means to manage congestion, we find that it is optimal for a firm to pursue consumption control through lower prices. This is because while a higher access fee reduces the number of consumers who purchase the service, a consumer’s incentive to derive higher value from her purchase can also increase the overall consumption of the service, and worsen congestion. When the quality of the service is endogenized, a combination of consumption control through lower access fees, and admission control through quality throttling becomes optimal.","Sreekumar Bhaskaran; Sanjiv Erat; Rajiv Mukherjee","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,,,,,
432001381,Rajiv,Mukherjee,422055,"Journal Article","To be or not to be Social? Marketplace Design.","Production and Operations Management",2022-05-15,2022,,,,,,,Submitted,,,,,Fall,2024,"A marketplace incorporated within a social networking platform is said to be socially embedded. In such a marketplace, the structure of social relationships can influence the choice of transacting partners as well as the terms of transactions. We study the role of different information policies (full anonymity/partial anonymity/no anonymity) and uncertainty regarding product quality on offers and acceptance decisions in a socially embedded marketplace. We use variations of an Ultimatum Game to study the problem both theoretically and experimentally. We show that the sellers receive the highest surplus under No Anonymity policy, but the transaction efficiency is lower. In Full Anonymity, the surplus for the sellers and transaction efficiency are at the lowest. However, our results suggest that platforms can benefit from Partial Anonymity policy where transacting parties have common affiliation such as workplace or school. Sellers earn a higher surplus in Partial Anonymity, and buyers benefit from alleviating quality uncertainty while transacting with their social networks. Consequentially, a partially anonymous marketplace can lead to higher transaction efficiency making a socially embedded marketplace a viable source for revenue generation for the platform.","Sameer Borwankar; Rajiv Mukherjee; Karthik Kannan","Basic or Discovery Scholarship","Blind Peer Reviewed",,Equal,,,,,,,
432001381,Rajiv,Mukherjee,526792,"Journal Article","Polarization or Bias: Take Your Click on Social Media","Journal of the Association for Information Systems",,2025,,,,,https://aisel.aisnet.org/jais_preprints/174,"Association for Information Systems",Accepted,,USA,,10.17705/1jais.00925,Spring,2025,"<span>Dey, Debabrata; Lahiri, Atanu; and Mukherjee, Rajiv, ""Polarization or Bias: Take Your Click on Social Media"" (2025). </span><em>JAIS Preprints (Forthcoming)</em><span>. 174.</span><br><span>DOI: 10.17705/1jais.00925</span><br><span>Available at: https://aisel.aisnet.org/jais_preprints/174</span>","Debabrata Dey (Role:Author); Atanu Lahiri (Role:Author); Rajiv Mukherjee (Role:Author)","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,"5 year impact factor is 7.4",,3,,,,
432001381,Rajiv,Mukherjee,555522,"Journal Article","<p>Optimizing Search Advertising Performance: A Data-Driven Approach to Effective Bid Management</p>","Production and Operations Management","September ",2025,,,,,,,"Revise & Resubmit",,,,,Fall,2025,,"Kerim Kizil; Rajiv Mukherjee; Chelliah Sriskandarajah; Jon M Stauffer; Bala Shetty",,,,,,,,,,,
432001381,Rajiv,Mukherjee,526797,"Journal Article","Strategic Choices for Matching Platforms","Management and Business Review",,2025,,,,,,,Accepted,,,,,Spring,2025,,"Amit Basu (Role:Author); Sreekumar Bhaskaran; Rajiv Mukherjee (Role:Author)","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,3,,,"https://mbrjournal.com/
This is a practitioner focused journal created and managed by the Editors at POMS journal.",
432001381,Rajiv,Mukherjee,496946,"Journal Article","From Complaints to Clairvoyance: An Adverse Event Forecasting Framework and Deep Learning Implementation for the Automobile Industry","Production and Operations Management Journal",,2024,,,,,,,"Revise & Resubmit",,,,,Fall,2024,,"Anto Verghese (Role:Author); Bin Zhang (Role:Author); Rajiv Mukherjee (Role:Author); Xenophon Koufteros (Role:Author)","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,4,,,,"We got a reject and resubmit. Paper is being revised."
432001381,Rajiv,Mukherjee,555524,"Journal Article","<p>From Complaints to Clairvoyance: An Adverse Event Forecasting Framework and Deep Learning Implementation for the Automobile Industry</p>","Journal of Operations Management",,2026,,,,,,,"Revise & Resubmit",,,,,Fall,2025,,"Bin Zhang; Anto Verghese; Rajiv Mukherjee; Xenophon Koufteros","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,4,,,,
432001381,Rajiv,Mukherjee,422057,"Journal Article","Platforms, Pricing and Piracy.","Information Systems Research",,2025,,,,,,INFORMS,Submitted,,,,,Fall,2025,"Despite huge losses due to piracy in the videogames industry and industry-wide calls for anti-piracy measures, it is often alleged that console makers (platforms) do not care enough about videogames piracy. With limited explanations for this anomaly, our research provides an under-standing through a platform-model of piracy that incorporates the differential role of console-level and games-level anti-piracy measures while endogenizing demand for games. In addition, our work investigates a regime outside of the standard licensing platform model (SL regime) where consoles also receive direct revenues from games sales (PP regime). Our results indicate that without differentiation in console-level anti-piracy technology, piracy does not impact platforms in either regime, even when receiving direct payments from game sales; however, piracy does im-pact a platform’s subsidy to gamers in the duopoly in the PP regime. By extending the identical-platforms duopoly to include platform differences in their console-level protection, we show that piracy impacts platforms only when they are differentiated and receive revenue from game sales as well. Counter to intuition, we observe that the inferior platform (with weaker protection measure) charges a higher fee to gamers and the superior platform’s surplus can be even higher than that in the SL case, when platforms are sufficiently differentiated. Further, consumer as well as total surplus from the platform duopoly are higher in the PP regime, suggesting eschewal of common piracy protection technologies.","Ramnath Chellappa; Rajiv Mukherjee","Basic or Discovery Scholarship","Blind Peer Reviewed","Peer Reviewed Publication",Equal,,,,,,,
432001381,Rajiv,Mukherjee,422054,"Journal Article","Ripple Effect Models in Social Networks",,,2022,,,,,,,"In Progress",,,,,Spring,2024,,"John Semple; Rajiv Mukherjee","Basic or Discovery Scholarship",,,Equal,,,,,,,
432002349,Sharmistha,Guha,541090,"Journal Article","Supervised Learning with Inter- and Intra-Dependence in Multilayer Networks with Applications in Security Systems Analysis",Technometrics,2025-11-10,2025,,,1-23,,,"Taylor & Francis",Completed/Published,,,,10.1080/00401706.2025.2574417,Fall,2025,,"Jose Rodriguez-Acosta (Role:Author); Sharmistha Guha (Role:Author); Samuel Gailliot (Role:Author); Adam Williams (Role:Author)",,,,,,,,,,,
432002349,Sharmistha,Guha,528627,"Journal Article","Multiplex Regression in Security Systems",Technometrics,,2024,,,,,,,"Revise & Resubmit",,,,,Fall,2024,,"Sharmistha Guha (Role:Author); Jose Rodriguez-Acosta (Role:Author); Samuel Gailliott (Role:Author)",,,,,,,,,,,
432002349,Sharmistha,Guha,528689,"Journal Article","A Bayesian Model to assess spillover effects of unconventional monetary policies","Journal of Applied Econometrics",,2024,,,,,,,Submitted,,,,,Fall,2024,,"Sharmistha Guha (Role:Author); Andrea Mercatanti (Role:Author); Taneli Makinen (Role:Author)",,,,,,,,,,,
432002349,Sharmistha,Guha,528638,"Journal Article","Online Bayesian Learning for Incomplete Networks","Journal of the American Statistical Association (JASA) Applications and Case Studies",,2024,,,,,,,Submitted,,,,,Fall,2024,,"Sharmistha Guha (Role:Author); Jose Rodriguez-Acosta (Role:Author); Lekha Patel (Role:Author); Kurtis Shuler (Role:Author)",,,,Contributing,,,,,,,
432002349,Sharmistha,Guha,500355,"Journal Article","The Association between Long-Term PM2.5 Exposure and Risk for Pancreatic Cancer: An Application of Social Informatics.","American Journal of Epidemiology",Fall,2024,3,194,,,,"Oxford University Press",Accepted,,,,10.1093/aje/kwae271,Spring,2024,,"Sharmistha Guha (Role:Author); Nrupen Bhavsar (Role:Author); Kay Jowers (Role:Author); Lexie Yang (Role:Author)",,"Blind Peer Reviewed","Peer Reviewed Publication",Contributing,,4,,,,,
432002349,Sharmistha,Guha,469053,"Journal Article","<span style=""color:#222222;font-size:small;"">Regression-assisted Bayesian record linkage for causal inference in observational studies with covariates spread over two files</span>","JOURNAL OF STATISTICAL PLANNING AND INFERENCE",March,2024,106090,229,,,,Elsevier,Completed/Published,,USA,,https://doi.org/10.1016/j.jspi.2023.07.004,Spring,2024,,"Sharmistha Guha (Role:Author); Jerome Reiter (Role:Author)",,"Blind Peer Reviewed",,,,1,1,,,,
432002349,Sharmistha,Guha,528625,"Journal Article","Differentially Private Estimation of Weighted Average Treatment Effects
  for Binary Outcomes",,,,,,,,http://arxiv.org/abs/2408.14766v1,,Completed/Published,,,,,Fall,2024,"In the social and health sciences, researchers often make causal inferences
using sensitive variables. These researchers, as well as the data holders
themselves, may be ethically and perhaps legally obligated to protect the
confidentiality of study participants' data. It is now known that releasing any
statistics, including estimates of causal effects, computed with confidential
data leaks information about the underlying data values. Thus, analysts may
desire to use causal estimators that can provably bound this information
leakage. Motivated by this goal, we develop algorithms for estimating weighted
average treatment effects with binary outcomes that satisfy the criterion of
differential privacy. We present theoretical results on the accuracy of several
differentially private estimators of weighted average treatment effects. We
illustrate the empirical performance of these estimators using simulated data
and a causal analysis using data on education and income.
[Journal_ref: ]","Sharmistha Guha; Jerome P Reiter",,,,,,,,,,,
432002349,Sharmistha,Guha,402061,"Journal Article","Covariate-Dependent Clustering of Undirected Networks with Brain-Imaging Data",TECHNOMETRICS,2024-03-25,2024,3,66,422-437,,,"Taylor & Francis",Completed/Published,,USA,,10.1080/00401706.2024.2321930,Spring,2024,GreyLiterature,"Sharmistha Guha (Role:Author); Rajarshi Guhaniyogi (Role:Author)",,"Blind Peer Reviewed","Peer Reviewed Publication",,,1,1,,,,
432002349,Sharmistha,Guha,528626,"Journal Article","A Bayesian Multiplex Graph Classifier of Functional Brain Connectivity Across Diverse Tasks of Cognitive Control",Neuroinformatics,,2024,,22,457-472,,,"Springer Nature Link",Completed/Published,"Data Science Methods and Neuroinformatics Applications",USA,,,Fall,2024,,"Sharmistha Guha (Role:Author); Jose Rodriguez-Acosta (Role:Author); Ivo Dinov (Role:Author)",,,,,,,,,,,
432002591,Christopher,Owens,546842,"Journal Article","<p><span style=""font-size:10pt;"">Sexual and gender minority adolescents’ preferences for educational PrEP social marketing campaigns: A pre-implementation study</span></p>","JMIR Formative Research",January,2025,1,9,1-20,,,,Completed/Published,,,,"https://formative.jmir.org/2025/1/e60398  ",Spring,2025,,"Kathryn Macapagal (Role:Author); Juan P Zapata; Junye Ma; Jacob D Gordon; Christopher R Owens; Silvia Valadez-Tapia; Peter Cummings; Nathan Walter; Jim Pickett",,"Blind Peer Reviewed",,,,,,,"Junye Ma (MA student)",,
432002591,Christopher,Owens,523736,"Journal Article","<span style=""font-size:10pt;"">Rural-urban differences in HIV sexual risk behaviors and HIV service utilization among adolescent sexual minority males in the United States</span>","Archives of Sexual Behavior",July,2024,,53,2765-2775,,,,Completed/Published,,,,"https://doi.org/10.1007/s10508-024-02840-6 ",Summer,2024,,"Christopher R Owens; Manuel Hurtado; David A Moskowitz; Brian Mustanski; Kathryn Macapagal",,"Blind Peer Reviewed","Peer Reviewed Publication",,,,,,,,
432002591,Christopher,Owens,516868,"Journal Article","<span style=""font-size:10pt;"">Attitudes toward using and willingness to use a hypothetical online sex communication intervention for parents of SGM adolescents</span>","Archives of Sexual Behavior",August,2024,,53,3119-3127,,,,Completed/Published,,,,"https://doi.org/10.1007/s10508-024-02946-x ",Fall,2024,,"Christopher R Owens",,"Blind Peer Reviewed","Peer Reviewed Publication",,,,,,,,
432002591,Christopher,Owens,478813,"Journal Article","Young sexual minority males' perceptions and experiences of sexual healthcare in urban and rural areas","Sexuality Research and Social Policy",December,2024,4,21,1336-1350,,,,Completed/Published,,,,https://doi.org/10.1007/s13178-023-00847-7,Fall,2024,,"Kyle Jozsa; Christopher R Owens; Ricky Hill; Michael E Newcomb",,"Blind Peer Reviewed","Peer Reviewed Publication",,,,,,"Kyle Jozsa (PhD student)",,
